product_name,corp_id,corp_login,expert_partner_name,expert_role,proficiency_level,proficiency_level_start,hire_type,tnps_numerator,tnps_denominator,ir_numerator,ir_denominator,sqs_numerator,sqs_denominator,handled_conversion_numerator,handled_conversion_denominator,aht_numerator,aht_denominator,cst_numerator,cst_denominator,cst_basic_numerator,cst_basic_denominator,cst_deluxe_numerator,cst_deluxe_denominator,cst_premium_numerator,cst_premiun_denominator,tnps_basic_numerator,tnps_basic_denominator,tnps_deluxe_numerator,tnps_deluxe_denominator,tnps_premium_numerator,tnps_premium_denominator,aht_basic_numerator,aht_basic_denominator,aht_deluxe_numerator,aht_deluxe_denominator,aht_premium_numerator,aht_premium_denominator
TTL Full Service Consumer,50002438584,NADINARAIN,INTUIT,Tax Associate,PL3,PL2,Re-Hire,33,38,3,4,220.46,250.56,122,188,13835.10001,510,365.7992,205,107.203725,82,134.984964,75,122.208143,47,1,2,11,13,0,2,915.666667,34,2374.666671,87,1156.716668,47
TTL Assisted Consumer,50002438588,DMATUSZAK1,INTUIT,Tax Associate,PL3,PL3,Re-Hire,0,1,1,1,26.98,32.37,0,0,1670.8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.416666,2,314.716666,9,1270.533334,39
TTL Full Service Consumer,50002438588,DMATUSZAK1,INTUIT,Tax Associate,PL3,PL3,Re-Hire,0,0,0,0,26.31,30.27,2,5,979.533334,67,170.255372,18,19.144992,7,12.717804,3,138.392576,8,0,0,0,0,0,0,0,0,289.066667,11,275.533333,15
TTL Assisted Consumer,50002438589,JSTEPHENS8,INTUIT,Tax Associate,PL4,PL4,Re-Hire,1,1,1,1,18.3,20.8,0,0,3027.566665,81,0,0,0,0,0,0,0,0,0,0,0,0,1,1,121.816666,7,325.049999,17,175.133334,10
TTL Full Service Consumer,50002438589,JSTEPHENS8,INTUIT,Tax Associate,PL4,PL4,Re-Hire,5,5,0,0,166.56,177.87,55,72,6307.966669,397,265.948629,124,32.172041,25,40.202478,24,190.097415,72,0,0,1,1,0,0,331.383334,18,566.249997,51,556.68333,31
TTL Assisted Consumer,50002438590,SKHAN26,INTUIT,Tax Associate,PL4,PL4,Re-Hire,9,16,12,16,34.55,50.09,0,0,6963.400005,276,0,0,0,0,0,0,0,0,2,2,2,2,6,11,421.616668,25,1515.033334,80,2543.216668,91
TTL Full Service Consumer,50002438590,SKHAN26,INTUIT,Tax Associate,PL4,PL4,Re-Hire,12,14,0,0,142.75,171.24,82,127,11187.61666,417,527.304251,134,64.121674,35,65.524268,24,365.187907,73,-1,1,0,0,4,4,586.816668,35,689.71667,40,2918.416661,92
TTL Assisted Consumer,50002438658,MHAMMOUDE,INTUIT,Tax Associate,PL4,PL4,Re-Hire,0,0,0,0,12.77,14.73,0,0,524.883332,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.283333,1,95.516666,5,277.216667,12
TTL Full Service Consumer,50002438658,MHAMMOUDE,INTUIT,Tax Associate,PL4,PL4,Re-Hire,0,0,0,0,45.69,50.4,24,26,1782.499997,95,228.591593,63,30.528002,16,55.939533,19,142.124058,28,0,0,0,0,0,0,0,0,197.666665,9,401.566666,16
TTL Assisted Consumer,50002438662,CSTARLING,INTUIT,Tax Associate,PL3,PL2,Re-Hire,16,21,18,21,116.62,138.72,0,0,6499.300001,268,0,0,0,0,0,0,0,0,0,0,6,6,10,15,350.483334,18,1676.766671,88,4016.799997,143
TTL Full Service Consumer,50002438662,CSTARLING,INTUIT,Tax Associate,PL3,PL2,Re-Hire,12,14,2,2,222.26,249.72,82,133,11854.41667,552,224.228729,109,64.183327,45,93.874648,44,58.066148,19,0,0,4,6,0,0,1290.800004,65,2590.916667,119,1392.683334,54
TTL Assisted Consumer,50002438663,CFLEURY,INTUIT,Tax Associate,PL3,PL2,Re-Hire,2,7,5,5,79.18,94.9,0,0,4447.083333,164,0,0,0,0,0,0,0,0,0,0,1,3,1,4,193.333334,17,1470.166665,50,2410.716666,83
TTL Full Service Consumer,50002438663,CFLEURY,INTUIT,Tax Associate,PL3,PL2,Re-Hire,3,6,0,0,132.85,148.38,62,83,8038.900001,331,192.018336,68,37.126125,17,49.689661,23,105.20255,28,0,0,2,3,-1,1,59.833334,9,1234.933331,50,1225.75,45
TTL Assisted Consumer,50002438667,BWILLIAMS26,INTUIT,Tax Associate,PL2,PL2,Re-Hire,0,0,0,0,2.5,2.52,0,0,2040.899999,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1790.35,4,66.733333,2
TTL Assisted Consumer,50002438667,BWILLIAMS26,INTUIT,Tax Associate,PL3,PL2,Re-Hire,0,0,0,0,2.5,2.52,0,0,2040.899999,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1790.35,4,66.733333,2
TTL Full Service Consumer,50002438667,BWILLIAMS26,INTUIT,Tax Associate,PL2,PL2,Re-Hire,2,2,0,0,27.97,30.46,10,16,1321.116666,91,81.584815,39,33.897069,20,22.478266,12,23.790047,6,0,0,0,0,0,0,70.766667,1,125.716666,4,90.916667,5
TTL Full Service Consumer,50002438667,BWILLIAMS26,INTUIT,Tax Associate,PL3,PL2,Re-Hire,2,2,0,0,27.97,30.46,10,16,1321.116666,91,81.584815,39,33.897069,20,22.478266,12,23.790047,6,0,0,0,0,0,0,70.766667,1,125.716666,4,90.916667,5
TTL Assisted Consumer,50002438669,AOCAMPO,INTUIT,Tax Associate,PL3,PL2,Re-Hire,5,9,5,7,52.65,67.59,0,0,3786.100001,230,0,0,0,0,0,0,0,0,0,0,3,5,-1,1,331.583334,29,1444.649997,100,1140.233336,58
TTL Assisted Consumer,50002438669,AOCAMPO,INTUIT,Tax Associate,PL2,PL2,Re-Hire,5,9,5,7,52.65,67.59,0,0,3786.100001,230,0,0,0,0,0,0,0,0,0,0,3,5,-1,1,331.583334,29,1444.649997,100,1140.233336,58
TTL Full Service Consumer,50002438669,AOCAMPO,INTUIT,Tax Associate,PL3,PL2,Re-Hire,2,8,1,3,306.23,375.77,63,126,12840.94999,801,204.786044,120,83.664598,61,61.548668,37,47.009324,19,0,0,1,1,3,3,1094.616668,62,2371.816666,123,1151.899998,66
TTL Full Service Consumer,50002438669,AOCAMPO,INTUIT,Tax Associate,PL2,PL2,Re-Hire,2,8,1,3,306.23,375.77,63,126,12840.94999,801,204.786044,120,83.664598,61,61.548668,37,47.009324,19,0,0,1,1,3,3,1094.616668,62,2371.816666,123,1151.899998,66
TTL Assisted Consumer,50002438687,EDEGRAY,INTUIT,Tax Associate,PL3,PL3,Re-Hire,2,2,2,2,21.58,26.03,0,0,825.066664,48,0,0,0,0,0,0,0,0,0,0,0,0,2,2,98.166666,6,110.666667,12,484.116666,24
TTL Full Service Consumer,50002438687,EDEGRAY,INTUIT,Tax Associate,PL3,PL3,Re-Hire,3,3,2,2,64.06,70.01,23,33,1577.533331,136,4.524416,1,4.524416,1,0,0,0,0,0,0,0,0,0,0,29.183334,5,149.199999,21,449.283332,23
TTL Assisted Consumer,50002438689,HJACKSON3,INTUIT,Tax Associate,PL4,PL4,Re-Hire,1,1,1,1,15.91,19.91,0,0,1058.45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.55,16,468.449999,20
TTL Full Service Consumer,50002438689,HJACKSON3,INTUIT,Tax Associate,PL4,PL4,Re-Hire,0,3,0,1,47.43,54.3,22,32,6418.766668,107,187.294301,50,25.511946,16,31.834791,11,129.947564,23,0,0,0,0,-1,1,2.966667,1,127.466666,2,1675.100001,33
TTL Assisted Consumer,50002438757,SMEDINA3,INTUIT,Tax Expert,PL3,PL3,Re-Hire,3,4,3,4,17.78,21.97,0,0,9907.199999,64,0,0,0,0,0,0,0,0,1,2,0,0,2,2,156.683333,7,353.433334,17,391.333332,23
TTL Assisted Consumer,50002438757,SMEDINA3,INTUIT,Tax Expert,PL4,PL3,Re-Hire,3,4,3,4,17.78,21.97,0,0,9907.199999,64,0,0,0,0,0,0,0,0,1,2,0,0,2,2,156.683333,7,353.433334,17,391.333332,23
TTL Full Service Consumer,50002438757,SMEDINA3,INTUIT,Tax Expert,PL3,PL3,Re-Hire,3,3,0,0,77.77,93.21,49,80,4422.016661,216,339.210593,94,52.726913,30,59.612201,21,226.871479,43,1,1,0,0,1,1,108.199999,7,869.466668,27,521.000001,18
TTL Full Service Consumer,50002438757,SMEDINA3,INTUIT,Tax Expert,PL4,PL3,Re-Hire,3,3,0,0,77.77,93.21,49,80,4422.016661,216,339.210593,94,52.726913,30,59.612201,21,226.871479,43,1,1,0,0,1,1,108.199999,7,869.466668,27,521.000001,18
TTL Assisted Consumer,50002438768,DLINDSEYDEB,INTUIT,Tax Associate,PL2,PL2,Re-Hire,8,10,9,9,62.71,76.95,0,0,3918.916665,261,0,0,0,0,0,0,0,0,1,1,4,6,2,2,282.633334,30,1500.899998,127,1523.266667,65
TTL Full Service Consumer,50002438768,DLINDSEYDEB,INTUIT,Tax Associate,PL2,PL2,Re-Hire,-3,4,0,1,75.17,84.5,50,83,2375.949993,224,198.573889,91,79.967112,42,69.487345,36,48.33578,12,0,0,0,0,-1,1,193.400001,18,569.233329,44,168.983331,22
TTL Assisted Consumer,50002438769,DVALDEZ,INTUIT,Tax Associate,PL3,PL1,Re-Hire,21,39,31,36,164.95,199.51,0,0,14121.36666,519,0,0,0,0,0,0,0,0,1,1,2,4,15,30,683.799998,37,2292.116665,111,7278.733336,274
TTL Full Service Consumer,50002438769,DVALDEZ,INTUIT,Tax Associate,PL3,PL1,Re-Hire,7,7,1,1,240.92,277.11,114,178,14886.98334,584,382.873404,110,54.911298,32,52.251455,23,267.843656,54,0,0,1,1,1,1,675.066667,23,2103.799998,83,2331.450003,95
TTL Assisted Consumer,50002438776,MKEE,INTUIT,Tax Associate,PL4,PL4,Re-Hire,1,1,1,1,8.36,8.78,0,0,706.833333,38,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.35,1,71.333333,6,283.533333,16
TTL Full Service Consumer,50002438776,MKEE,INTUIT,Tax Associate,PL4,PL4,Re-Hire,7,7,2,2,62.88,67.55,22,36,2634.250004,164,262.895504,48,37.867422,11,63.941399,15,161.086683,22,0,0,3,3,1,1,4.833333,1,263.766665,25,411.633334,20
TTL Assisted Consumer,50002438784,EWEYMON,INTUIT,Tax Expert,PL2,PL2,Re-Hire,8,8,7,8,41.88,50.18,0,0,3428.899999,175,0,0,0,0,0,0,0,0,0,0,2,2,3,3,324.366667,14,679.916667,37,742.750003,40
TTL Full Service Consumer,50002438784,EWEYMON,INTUIT,Tax Expert,PL2,PL2,Re-Hire,8,13,1,2,160,183.56,53,86,8249.883333,436,560.552892,89,137.120559,24,273.059921,49,150.372412,16,0,0,2,2,2,3,433.7,31,2134.916665,104,796.866669,39
TTL Assisted Consumer,50002438797,HSCHWARTZ1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,12,13,13,13,61.69,78.69,0,0,3904.066668,248,0,0,0,0,0,0,0,0,1,1,5,5,5,5,406.899999,34,1333.883331,92,1193.500003,65
TTL Full Service Consumer,50002438797,HSCHWARTZ1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,4,4,1,1,75.54,89.09,62,90,5879.916663,261,195.760935,108,51.332657,32,27.400029,22,113.598779,53,0,0,0,0,2,2,110.866668,11,255.800001,25,612.833333,25
TTL Assisted Consumer,50002438799,LRUIZ5,INTUIT,Tax Associate,PL4,PL4,Re-Hire,3,4,2,2,41.14,56.07,0,0,3162.433323,185,0,0,0,0,0,0,0,0,0,0,2,3,0,0,258.666667,14,627.699996,46,548.466664,45
TTL Full Service Consumer,50002438799,LRUIZ5,INTUIT,Tax Associate,PL4,PL4,Re-Hire,1,3,0,0,135.92,166.58,58,92,5000.93333,416,175.852665,138,42.843318,53,36.046946,31,95.034755,52,0,0,1,1,0,0,244.666668,26,794.183327,62,417.283333,38
TTL Assisted Consumer,50002438800,PFENTON,INTUIT,Tax Expert,PL3,PL3,Re-Hire,-1,4,1,3,47.66,65.44,0,0,3375.399998,174,0,0,0,0,0,0,0,0,-1,1,1,1,0,1,317.399999,20,564.000002,48,920.1,41
TTL Full Service Consumer,50002438800,PFENTON,INTUIT,Tax Expert,PL3,PL3,Re-Hire,1,6,0,0,194.95,235.6,92,141,10362.7,529,381.002441,175,80.373681,55,78.035122,43,218.319414,74,0,0,1,3,0,0,476.533335,37,1095.85,75,889.433334,58
TTL Assisted Consumer,50002438802,BNICHOLAS1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,0,0,0,0,0,0,0,0,110.483333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.183333,1,15.416667,1,0,0
TTL Full Service Consumer,50002438802,BNICHOLAS1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,0,2,0,1,1.9,2.49,1,2,238.883333,5,52.529484,19,15.395601,7,14.086859,5,23.047024,7,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002438840,USHAW,INTUIT,Tax Expert,PL4,PL4,Re-Hire,11,13,10,13,45.16,48.47,0,0,5278.800002,258,0,0,0,0,0,0,0,0,3,3,5,5,2,4,354.816667,23,1169.216664,78,2234.750004,96
TTL Full Service Consumer,50002438840,USHAW,INTUIT,Tax Expert,PL4,PL4,Re-Hire,27,29,8,9,190.5,200.39,141,179,9512.350002,488,663.956641,246,85.986501,66,131.686524,60,431.968929,118,1,1,3,3,4,4,377.783335,28,1309.683337,70,1439.533333,78
TTL Assisted Consumer,50002438867,AGERACI,INTUIT,Tax Expert,PL4,PL4,Re-Hire,14,18,14,18,22.07,24.55,0,0,6693.199997,244,0,0,0,0,0,0,0,0,2,2,3,5,6,8,208.566668,15,2248.966666,59,1291.649998,76
TTL Full Service Consumer,50002438867,AGERACI,INTUIT,Tax Expert,PL4,PL4,Re-Hire,2,6,1,1,236.64,258.63,121,155,13528.26666,639,508.76107,223,64.628476,59,94.522079,57,339.852808,105,0,0,1,3,-1,1,482.45,22,1421.88333,57,1615.616665,87
TTL Assisted Consumer,50002438869,ESIERRA,INTUIT,Tax Associate,PL2,PL2,Re-Hire,0,2,1,2,4.66,5.21,0,0,684.100001,33,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,59.55,2,483.116667,21,98.35,7
TTL Full Service Consumer,50002438869,ESIERRA,INTUIT,Tax Associate,PL2,PL2,Re-Hire,1,1,0,0,10.87,12.16,2,11,2193.583335,30,5.957669,3,1.570768,2,0,0,4.386901,1,0,0,0,0,0,0,0,0,206.816667,11,749.933333,4
TTL Full Service Consumer,50002438876,AKOMOLAFE,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,1891.600001,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002438883,AAJAYI2,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,1611.433331,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.583333,2
TTL Full Service Consumer,50002438884,WSENBORE,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,733.566668,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002438901,AOLATUNDE,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,1946.516668,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,2,3.35,1
TTL Full Service Consumer,50002438907,DQURESHI,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,512.450001,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002438920,HKAUR3,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,3208.699998,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002438921,AJOHNSON54,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,2689.716664,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.9,2
TTL Full Service Consumer,50002438933,RSIVAKUMAR1,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,1254.633334,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002438955,VHUNDLEY,INTUIT,Tax Associate,PL4,PL4,Re-Hire,11,11,10,10,27.26,31.59,0,0,2327.166666,87,0,0,0,0,0,0,0,0,1,1,5,5,3,3,132.100002,9,542.733332,24,1002.116666,35
TTL Full Service Consumer,50002438955,VHUNDLEY,INTUIT,Tax Associate,PL4,PL4,Re-Hire,7,7,0,0,90.96,99.17,56,82,7309.399998,211,265.820879,91,15.841055,12,43.628944,25,206.35088,54,0,0,0,0,0,0,30.883333,4,783.183335,28,1425.666668,44
TTL Assisted Consumer,50002438958,TCARTER7,INTUIT,Tax Associate,PL3,PL1,Re-Hire,8,9,9,9,67.76,87.52,0,0,1979.58333,142,0,0,0,0,0,0,0,0,0,0,1,1,7,8,88.65,8,318.566668,27,1359.349995,93
TTL Assisted Consumer,50002438958,TCARTER7,INTUIT,Tax Associate,PL3,PL3,Re-Hire,8,9,9,9,67.76,87.52,0,0,1979.58333,142,0,0,0,0,0,0,0,0,0,0,1,1,7,8,88.65,8,318.566668,27,1359.349995,93
TTL Full Service Consumer,50002438958,TCARTER7,INTUIT,Tax Associate,PL3,PL1,Re-Hire,3,3,0,0,151.79,177.21,55,71,4057.283336,356,161.08893,86,27.274744,23,46.890237,24,84.73218,38,0,0,0,0,2,2,47.566667,8,511.033331,37,620.516669,55
TTL Full Service Consumer,50002438958,TCARTER7,INTUIT,Tax Associate,PL3,PL3,Re-Hire,3,3,0,0,151.79,177.21,55,71,4057.283336,356,161.08893,86,27.274744,23,46.890237,24,84.73218,38,0,0,0,0,2,2,47.566667,8,511.033331,37,620.516669,55
TTL Assisted Consumer,50002439140,LDEANS,INTUIT,Tax Associate,PL2,PL1,Re-Hire,8,8,7,8,32.89,40.64,0,0,2882.999997,134,0,0,0,0,0,0,0,0,3,3,3,3,2,2,560.983333,23,709.516665,43,1179.966668,42
TTL Full Service Consumer,50002439140,LDEANS,INTUIT,Tax Associate,PL2,PL1,Re-Hire,2,6,2,3,108.29,122.36,44,68,6314.050005,262,233.10454,58,51.692176,19,69.100041,17,112.312323,22,0,0,2,2,1,1,460.500001,20,1112.800001,54,403.400003,35
TTL Assisted Consumer,50002439142,WSCHMIDT1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,2,2,2,2,19.69,22.95,0,0,1582.916669,47,0,0,0,0,0,0,0,0,0,0,1,1,1,1,189.716667,4,269.949999,11,748.433335,20
TTL Full Service Consumer,50002439142,WSCHMIDT1,INTUIT,Tax Associate,PL4,PL4,Re-Hire,0,0,0,0,65.15,73.53,29,48,5529.166674,162,411.817366,57,26.05998,8,46.263823,14,339.493563,35,0,0,0,0,0,0,15.466667,1,332.383334,12,1424.283334,45
TTL Full Service Consumer,50002439225,JARCARO,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,327.733333,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002439479,KCUTAJAR,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,1154.816668,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0
TTL Assisted Consumer,50002439480,MFREEMAN5,INTUIT,Tax Associate,PL3,PL3,Re-Hire,1,1,1,1,2.56,2.91,0,0,194.583332,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,61.533333,1,51.416666,2,81.633333,4
TTL Full Service Consumer,50002439480,MFREEMAN5,INTUIT,Tax Associate,PL3,PL3,Re-Hire,0,0,0,0,0.57,0.61,0,0,10.733333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Assisted Consumer,50002439484,IGILLIAM,INTUIT,Tax Expert,PL2,PL2,Re-Hire,4,4,4,4,43.31,49.18,0,0,3392.11667,137,0,0,0,0,0,0,0,0,0,0,2,2,1,1,185.783334,7,1070.566666,50,1455.450003,46
TTL Full Service Consumer,50002439484,IGILLIAM,INTUIT,Tax Expert,PL2,PL2,Re-Hire,2,5,1,1,177.27,193.94,55,99,8591.366662,404,228.936374,80,47.015203,30,109.160953,32,72.760218,18,0,0,1,1,1,1,634.716666,31,2132.316666,88,587.933332,29
TTL Assisted Consumer,50002439489,TJANIK,INTUIT,Tax Expert,PL3,PL2,Re-Hire,5,5,5,5,42.25,53.51,0,0,1743.616666,86,0,0,0,0,0,0,0,0,0,0,1,1,4,4,5.483333,3,291.000001,18,822.816665,38
TTL Full Service Consumer,50002439489,TJANIK,INTUIT,Tax Expert,PL3,PL2,Re-Hire,1,2,1,1,156.18,177.34,91,112,6700.533328,400,152.977826,127,36.436474,38,55.855239,49,60.686113,40,0,0,0,0,0,1,585.816664,28,1047.516664,45,868.833335,52
TTL Full Service Consumer,50002439503,GGAREWAL,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,354.266664,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683333,1,0,0,7.266667,3
TTL Full Service Consumer,50002439505,FAFROSE,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,730.833333,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45,1,0,0,0,0
TTL Full Service Consumer,50002439508,HTABASSUM,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,751.283334,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,1
TTL Full Service Consumer,50002439512,DDUNN2,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,642.949999,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.35,1,0,0,0,0
TTL Full Service Consumer,50002439517,FWANG4,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,390.066665,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTL Full Service Consumer,50002439519,KROBINSON6,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,442.099999,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.633333,1,0,0
TTL Assisted Consumer,50002439520,JWILSON25,INTUIT,Tax Associate,PL4,PL4,Re-Hire,5,5,5,5,30.33,36.15,0,0,3536.450002,132,0,0,0,0,0,0,0,0,0,0,3,3,1,1,73.05,8,1044.500001,30,1429.583335,56
TTL Full Service Consumer,50002439520,JWILSON25,INTUIT,Tax Associate,PL4,PL4,Re-Hire,1,2,0,0,77.24,84.55,43,54,5388.400007,210,239.584869,85,26.588785,22,33.105979,16,179.890105,47,0,0,0,0,0,1,39.933334,11,346.933333,21,670.350001,35
TTL Full Service Consumer,50002439547,RZHOU3,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,1229.599998,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.916666,2,0,0,17.85,1
TTL Assisted Consumer,50002439606,DHWANG,INTUIT,Tax Expert,PL3,PL3,Re-Hire,2,3,2,2,11.4,13.02,0,0,697.933332,30,0,0,0,0,0,0,0,0,0,0,2,3,0,0,75.1,4,238.983333,12,158.099999,7
TTL Full Service Consumer,50002439606,DHWANG,INTUIT,Tax Expert,PL3,PL3,Re-Hire,3,3,0,0,81.89,89.15,57,77,4551.55,189,252.662933,91,52.486792,27,51.038563,25,149.137578,39,0,0,1,1,0,0,211.033333,8,519.483333,34,540.783332,25
TTL Assisted Consumer,50002439609,SFLOWERS4,INTUIT,Tax Associate,PL3,PL3,Re-Hire,2,8,4,8,61.92,80.6,0,0,2383.033332,175,0,0,0,0,0,0,0,0,0,0,0,0,2,8,198.983333,20,398.199999,39,1291.066667,86
TTL Full Service Consumer,50002439609,SFLOWERS4,INTUIT,Tax Associate,PL3,PL3,Re-Hire,2,6,2,3,200.53,220.17,71,104,5704.7,505,331.133872,102,79.8118,33,92.439556,30,155.51712,38,0,0,0,0,1,1,477.483332,47,617.933334,55,673.583335,46
TTL Assisted Consumer,50002439613,DBUSH5,INTUIT,Tax Expert,PL4,PL4,Re-Hire,9,11,8,9,27.82,36.08,0,0,7048.299997,421,0,0,0,0,0,0,0,0,1,1,0,1,5,6,229.116668,19,1144.916664,62,2283.266666,124
TTL Full Service Consumer,50002439613,DBUSH5,INTUIT,Tax Expert,PL4,PL4,Re-Hire,5,7,1,2,77.51,94.45,17,55,3323.749999,223,283.780639,139,57.609983,50,49.994844,32,176.175812,57,0,0,-1,1,1,1,118.283334,11,266.716668,21,769.183331,27
TTL Assisted Consumer,50002439615,JHAMILTON9,INTUIT,Tax Expert,PL4,PL4,Re-Hire,7,10,9,10,30.75,35.76,0,0,7874.066668,318,0,0,0,0,0,0,0,0,1,1,4,4,0,1,251.900001,18,1132.533332,77,3741.000001,95
TTL Full Service Consumer,50002439615,JHAMILTON9,INTUIT,Tax Expert,PL4,PL4,Re-Hire,7,9,1,2,182.9,198.05,82,123,12751.64999,483,382.001547,170,66.425725,50,74.589078,37,229.172456,81,1,1,2,2,2,2,395.2,21,1119.266666,69,2447.850003,64
TTL Full Service Consumer,50002439659,ASIDDIQUI9,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,2000.766669,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.066667,1,0,0,61.716667,1
TTL Assisted Consumer,50002439662,JWOODS9,INTUIT,Tax Associate,PL2,PL2,Re-Hire,10,10,9,9,47.15,56.02,0,0,2894.683333,123,0,0,0,0,0,0,0,0,1,1,5,5,4,4,233.266666,9,599.383333,42,1431.499999,55
TTL Assisted Consumer,50002439662,JWOODS9,INTUIT,Tax Associate,PL3,PL2,Re-Hire,10,10,9,9,47.15,56.02,0,0,2894.683333,123,0,0,0,0,0,0,0,0,1,1,5,5,4,4,233.266666,9,599.383333,42,1431.499999,55
TTL Full Service Consumer,50002439662,JWOODS9,INTUIT,Tax Associate,PL2,PL2,Re-Hire,4,6,0,1,148.62,165.84,69,105,7323.333333,351,235.428297,80,53.497138,25,76.744674,31,105.186485,24,0,0,1,1,0,0,348.316665,28,1357.100004,61,971.583332,44
TTL Full Service Consumer,50002439662,JWOODS9,INTUIT,Tax Associate,PL3,PL2,Re-Hire,4,6,0,1,148.62,165.84,69,105,7323.333333,351,235.428297,80,53.497138,25,76.744674,31,105.186485,24,0,0,1,1,0,0,348.316665,28,1357.100004,61,971.583332,44
TTL Assisted Consumer,50002439666,CWALKER14,INTUIT,Tax Associate,PL4,PL4,Re-Hire,16,20,17,19,99.09,125.73,0,0,6683.966665,356,0,0,0,0,0,0,0,0,1,1,7,7,5,7,195.1,16,1628.249999,90,1473.466666,90
TTL Full Service Consumer,50002439666,CWALKER14,INTUIT,Tax Associate,PL4,PL4,Re-Hire,5,11,0,0,344.28,407.64,129,191,18697.6,1014,636.866975,286,101.407891,76,99.08377,59,436.375314,151,0,0,1,1,2,2,386.81667,49,1805.116668,121,2740.149998,108
TTL Full Service Consumer,50002439672,YNAHIMANA,INTUIT,Tax Expert,OTHER,OTHER,Re-Hire,0,0,0,0,0,0,0,0,143.516667,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
